Product Name,Rating,Price,Discount in Percent,Price Before Discount,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Graphic Processor,Storage Type,Ratings Count,Reviews Count,Brand
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,4.1,53317,23.0,69890.0,Intel,Core i5,Yes,512,16 GB,LPDDR5,12450H,Intel Integrated UHD,SSD,1806.0,96.0,Lenovo
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0315TU Thin and Light Laptop,3.9,53990,24.0,71773.0,Intel,Core i5,Yes,512,16 GB,DDR4,1334U,Intel Integrated Iris Xe,SSD,113.0,6.0,HP
HP 255 G9 Silver AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U - (8 GB/512 GB SSD/Windows 11 Home) 255 G9 Bus...,4.1,29990,42.0,52251.0,AMD,Ryzen 5 Hexa Core,Yes,512,8 GB,DDR4,AMD Ryzen5-5625U,AMD Radeon AMD Radeon™ Graphics,SSD,102.0,4.0,HP
ASUS AMD Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK522WS Thin and Light Laptop,4.3,35700,43.0,62990.0,AMD,Ryzen 5 Quad Core,Yes,512,8 GB,LPDDR5,Unknown,AMD Radeon,SSD,48.0,2.0,ASUS
Apple MacBook AIR Apple M2 - (16 GB/256 GB SSD/macOS Sequoia) MC7X4HN/A,4.7,93990,5.0,99900.0,Apple,M2,Yes,256,16 GB,Unified Memory,Unknown,Unknown,SSD,15803.0,966.0,Apple
Acer Aspire Lite AMD Ryzen 7 Octa Core 5700U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...,4.0,40990,43.0,72990.0,AMD,Ryzen 7 Octa Core,Yes,1024.0,16 GB,DDR4,5700U,AMD Radeon AMD,SSD,191.0,20.0,Acer
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB...,3.7,15990,52.0,33999.0,Intel,Celeron Dual Core,No,Unknown,8 GB,LPDDR4X,N4500,Intel Integrated UHD,eMMC,2066.0,146.0,Acer
Lenovo Yoga Slim 7x Qualcomm Snapdragon X Elite - (32 GB/1 TB SSD/Windows 11 Home) 14Q8X9 Thin and Lig...,4.3,149990,29.0,211290.0,Qualcomm,Snapdragon X Elite,Yes,1024.0,32 GB,LPDDR5X,X1E-78-100,Qualcomm Adreno Adreno,SSD,3.0,0.0,Lenovo
HP Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0221TU Thin and Light Laptop,4.0,54990,25.0,73920.0,Intel,Core i5,Yes,512,16 GB,DDR4,1334U,Intel Integrated Iris Xe,SSD,180.0,12.0,HP
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,4.0,38990,40.0,65690.0,AMD,Ryzen 5 Quad Core,Yes,512,8 GB,LPDDR5,7520U,AMD Radeon 610M,SSD,368.0,21.0,Lenovo
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Ho...,4.3,46990,38.0,75990.0,Intel,Core i5,Yes,512,8 GB,DDR4,11260H,NVIDIA GeForce RTX 2050,SSD,7179.0,573.0,ASUS
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-LK54...,4.4,48990,34.0,74990.0,AMD,Ryzen 5 Quad Core,Yes,512,16 GB,LPDDR5,7520U,AMD Radeon AMD,SSD,276.0,18.0,ASUS
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK321WS Th...,4.2,29989,41.0,50990.0,AMD,Ryzen 3 Quad Core,Yes,512,8 GB,LPDDR5,7320U,AMD Radeon AMD,SSD,4342.0,426.0,ASUS
Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Ligh...,4.2,42990,39.0,71290.0,AMD,Ryzen 7 Octa Core,Yes,512,16 GB,DDR4,5700U,AMD Radeon AMD,SSD,293.0,20.0,Lenovo
Lenovo IdeaPad Slim 5 2.5K IPS Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8...,4.1,73490,31.0,107690.0,Intel,Core i5,Yes,1024.0,16 GB,LPDDR5,13500H,Intel Integrated Iris Xe,SSD,502.0,61.0,Lenovo
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Lap...,4.2,31980,33.0,48286.0,AMD,Ryzen 3 Quad Core,Yes,512,8 GB,DDR4,5300U,AMD Radeon AMD,SSD,5549.0,466.0,HP
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Hom...",4.2,51890,21.0,66056.0,Intel,Core i5,Yes,512,8 GB,DDR4,1334U,Intel Integrated Integrated,SSD,570.0,30.0,DELL
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,4.2,74990,10.0,83330.0,Intel,Core i5,Yes,1024.0,16 GB,DDR4,13420H,NVIDIA GeForce RTX 2050,SSD,156.0,4.0,HP
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,4.1,29990,43.0,52990.0,Intel,Core i3,Yes,512,8 GB,DDR4,1215U,Intel Integrated Intel HD,SSD,721.0,59.0,Acer
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home...",4.2,63990,31.0,92863.0,Intel,Core i5,Yes,1024.0,16 GB,DDR4,1335U,Intel Integrated UHD,SSD,570.0,30.0,DELL
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,4.2,51390,25.0,68790.0,Intel,Core i5,Yes,512,8 GB,LPDDR5,12450H,Intel Integrated UHD,SSD,423.0,53.0,Lenovo
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73...,4.0,84990,16.0,101999.0,Intel,Core Ultra 7,Yes,1024.0,16 GB,LPDDR5X,155H,Intel Integrated Arc Graphics,SSD,71.0,7.0,Acer
"DELL Inspiron 15 3520 with Backlit Keyboard, Intel Core i5 12th Gen Core i5 - (16 GB/512 GB SSD/Window...",4.1,49990,36.0,78900.0,Intel,Core i5,Yes,512,16 GB,DDR4,Core i5,Intel Integrated Intel UHD Graphics,SSD,474.0,33.0,DELL
HP Victus Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,4.5,107999,15.0,127764.0,Intel,Core i7,Yes,512,16 GB,DDR4,13700H,NVIDIA GeForce RTX 4050,SSD,91.0,12.0,HP
HP 15s Intel Core i3 10th Gen 1005G1 - (4 GB/512 GB SSD/Windows 10 Home) 15s-fr1004tu Thin and Light L...,4.4,42174,8.0,46220.0,Intel,Core i3,Yes,512,4 GB,DDR4,1005G1,Intel Integrated UHD,SSD,1579.0,213.0,HP
HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14-em0025AU Thin and Light Laptop,4.2,33990,28.0,47716.0,AMD,Ryzen 3 Quad Core,Yes,512,8 GB,LPDDR5,7320U,AMD Radeon AMD,SSD,43.0,7.0,HP
HP Victus Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,4.0,89990,24.0,118668.0,Intel,Core i7,Yes,1024.0,16 GB,DDR4,13620H,NVIDIA GeForce RTX 4050,SSD,28.0,3.0,HP
ASUS Vivobook S 15 OLED Intel EVO H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 1...,4.5,75990,28.0,106990.0,Intel,Core i5,Yes,512,16 GB,LPDDR5,13500H,Intel Integrated Iris Xe,SSD,111.0,12.0,ASUS
HP Victus gaming AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Rade...,4.2,49990,21.0,63628.0,AMD,Ryzen 5 Hexa Core,Yes,512,8 GB,DDR4,5600H,AMD Radeon RX 6500M,SSD,1622.0,135.0,HP
Colorful P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,4.5,83990,40.0,139999.0,Intel,Core i7,Yes,512,16 GB,DDR5,13620H,NVIDIA GeForce RTX 4060,SSD,39.0,9.0,Colorful
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light La...,4.0,50990,21.0,64890.0,Intel,Core i5,Yes,512,16 GB,DDR4,1235U,Intel Integrated UHD,SSD,52.0,6.0,DELL
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,4.5,83990,22.0,107990.0,AMD,Ryzen 7 Octa Core,Yes,512,16 GB,DDR5,7435HS,NVIDIA GeForce RTX 4050,SSD,66.0,4.0,ASUS
Infinix GT Book Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,4.5,74990,42.0,129990.0,Intel,Core i5,Yes,512,16 GB,LPDDR5X,13420H,NVIDIA GeForce RTX 4050,SSD,72.0,9.0,Infinix
Lenovo LOQ AMD Ryzen 5 Quad Core 7235HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,4.4,66490,19.0,82690.0,AMD,Ryzen 5 Quad Core,Yes,512,24 GB,DDR5,7235HS,NVIDIA GeForce RTX 3050,SSD,507.0,50.0,Lenovo
HP OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,4.0,129990,17.0,157945.0,Intel,Core i7,Yes,1024.0,16 GB,DDR5,14650HX,NVIDIA GeForce RTX 4060,SSD,111.0,4.0,HP
HP 250R G9 (2024) Intel Core i3 13th Gen Intel Core i3 - 1315U (13th Gen) - (8 GB/512 GB SSD/Windows 1...,4.4,31499,20.0,39724.0,Intel,Core i3,Yes,512,8 GB,DDR4,Intel Core i3 - 1315U (13th Gen),Intel Integrated Intel® UHD Graphics,SSD,14.0,1.0,HP
MSI Modern 14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-439IN /...,4.3,39950,28.0,55990.0,Intel,Core i5,Yes,512,16 GB,DDR4,1235U,Intel Integrated Iris Xe,SSD,1706.0,168.0,MSI
Acer Aspire 5 15 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) A515-58M Thin and Li...,3.8,39990,21.0,50990.0,Intel,Core i3,Yes,512,8 GB,LPDDR5,1305U,Intel Integrated UHD,SSD,14.0,1.0,Acer
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Ho...",4.3,68990,22.0,88780.0,Intel,Core i7,Yes,512,16 GB,DDR4,1355U,NA Intel UHD Graphics,SSD,103.0,8.0,DELL
Colorful XS Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,4.3,45990,48.0,89999.0,Intel,Core i5,Yes,512,16 GB,DDR4,12500H,NVIDIA GeForce RTX 3050,SSD,79.0,15.0,Colorful
Lenovo IdeaPad Slim 5 Co-Pilot PC Qualcomm Snapdragon X Plus - (16 GB/1 TB SSD/Windows 11 Home) 14Q8X9...,4.4,88990,29.0,125890.0,Qualcomm,Snapdragon X Plus,Yes,1024.0,16 GB,LPDDR5X,X1P-42-100,Qualcomm Adreno,SSD,15.0,1.0,Lenovo
Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Ligh...,,42990,39.0,71290.0,AMD,Ryzen 7 Octa Core,Yes,512,16 GB,DDR4,5700U,AMD Radeon AMD,SSD,0.0,0.0,Lenovo
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/256 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,3.9,25990,42.0,44990.0,AMD,Ryzen 3 Quad Core,Yes,256,8 GB,DDR4,5300U,AMD Radeon AMD,SSD,58.0,6.0,Acer
DELL Inspiron 16 5630 Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) IN5630P8YRR001...,4.3,61999,31.0,90860.0,Intel,Core i5,Yes,512,16 GB,LPDDR5,1335U,Intel Integrated Intel Iris Xe Graphics,SSD,9.0,0.0,DELL
Lenovo IdeaPad 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Ligh...,4.3,34990,30.0,49990.0,Intel,Core i3,Yes,512,8 GB,DDR4,1215U,Intel Integrated UHD,SSD,447.0,32.0,Lenovo
"ASUS Vivobook 16X for Creator, Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",4.3,69990,30.0,100990.0,Intel,Core i7,Yes,512,16 GB,DDR4,12700H,NVIDIA GeForce RTX 3050,SSD,117.0,9.0,ASUS
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,4.3,48990,27.0,67990.0,Intel,Core i5,Yes,512,8 GB,DDR4,12450H,NVIDIA GeForce RTX 2050,SSD,1127.0,99.0,MSI
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK325WS Th...,4.2,29989,41.0,50990.0,AMD,Ryzen 3 Quad Core,Yes,512,8 GB,LPDDR5,7320U,AMD Radeon AMD,SSD,4342.0,426.0,ASUS
Acer Aspire 3 AMD Ryzen 3 Quad Core 7330U - (16 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and Light ...,4.1,29990,30.0,42990.0,AMD,Ryzen 3 Quad Core,Yes,512,16 GB,DDR4,7330U,AMD Radeon AMD,SSD,237.0,40.0,Acer
ASUS Intel Pentium Gold 7505 - (8 GB/256 GB SSD/Windows 11 Home) X1500EA-EJ111WS Laptop,4.3,23990,40.0,39990.0,Intel,Pentium Gold,Yes,256,8 GB,DDR4,7505,Intel Integrated UHD,SSD,83.0,7.0,ASUS
HP G8 Intel Core i3 12th Gen 12 gen - (16 GB/512 GB SSD/Windows 11 Pro) 250G8 Business Laptop,4.0,34490,53.0,74000.0,Intel,Core i3,Yes,512,16 GB,DDR4,12 gen,Intel Integrated,SSD,143.0,8.0,HP
MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.1,71490,20.0,89990.0,Intel,Core i7,Yes,512,16 GB,DDR4,13620H,NVIDIA GeForce RTX 3050,SSD,10.0,2.0,MSI
MSI Thin 15 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.0,61990,23.0,80990.0,Intel,Core i7,Yes,512,16 GB,DDR4,12650H,NVIDIA GeForce RTX 2050,SSD,86.0,9.0,MSI
HP 250 G9 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) 250 G9 Thin and Light Lapt...,4.0,22988,17.0,27734.0,Intel,Celeron Dual Core,Yes,256,8 GB,DDR4,N4500,Intel Integrated Not Available,SSD,32.0,2.0,HP
HP Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,4.2,39999,21.0,50843.0,Intel,Core i3,Yes,512,8 GB,DDR4,1315U,Intel Integrated UHD,SSD,405.0,26.0,HP
HP Pavilion Plus Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) 14-ew0116TU Thin an...,4.4,74990,9.0,82896.0,Intel,Core i5,Yes,512,16 GB,LPDDR5X,1335U,Intel Integrated Iris Xe,SSD,80.0,7.0,HP
HP 245G9 AMD Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business L...,4.1,24490,39.0,40532.0,AMD,Ryzen 3 Dual Core,Yes,512,8 GB,DDR4,AMD Ryzen 3 3250U,AMD Radeon AMD Radeon™ Graphics,SSD,636.0,31.0,HP
MSI Modern 14 Intel Core i7 12th Gen 1255U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-670IN Th...,4.2,63266,19.0,78990.0,Intel,Core i7,Yes,512,8 GB,DDR4,1255U,Intel Integrated Iris Xe,SSD,139.0,19.0,MSI
AXL Intel Celeron Dual Core 9th Gen - (4 GB/256 GB SSD/Windows 11 Home) 15W_LAP02 Thin and Light Lapto...,3.8,16990,50.0,33990.0,Intel,Celeron Dual Core,Yes,256,4 GB,DDR4,Unknown,Intel Integrated,SSD,53.0,5.0,AXL
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home) A324-53 Thin and Light L...,3.9,53990,22.0,69999.0,Intel,Core i5,Yes,1024.0,16 GB,DDR4,1334U,Intel Integrated UHD,SSD,13.0,2.0,Acer
Lenovo Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) 83BF0043IN Thin and Light Lapt...,4.0,62380,20.0,78590.0,Intel,Core i5,Yes,1024.0,16 GB,LPDDR5,12450H,Intel Integrated Integrated Intel® UHD Graphics,SSD,4.0,0.0,Lenovo
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-LK54...,4.4,47980,40.0,79990.0,AMD,Ryzen 5 Quad Core,Yes,512,16 GB,LPDDR5,7520U,AMD Radeon AMD,SSD,276.0,18.0,ASUS
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin a...,3.9,50300,33.0,75490.0,Intel,Core i5,Yes,512,16 GB,LPDDR5,12450H,Intel Integrated UHD,SSD,26.0,3.0,Lenovo
Lenovo IdeaPad Slim 3 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin an...,4.1,62020,24.0,81990.0,Intel,Core i7,Yes,512,16 GB,DDR4,1255U,Intel Integrated Iris Xe,SSD,121.0,7.0,Lenovo
ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ542WS T...,,40990,21.0,52500.0,AMD,Ryzen 5 Quad Core,Yes,512,16 GB,LPDDR5,7520U,AMD Radeon AMD,SSD,0.0,0.0,ASUS
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB3...,3.8,12990,63.0,35999.0,Intel,Celeron Dual Core,No,Unknown,8 GB,LPDDR4X,N4500,Intel Integrated UHD,eMMC,534.0,41.0,Acer
DELL Latitude 3540 Intel Core i3 12th Gen - (8 GB/512 GB SSD/Ubuntu) Latitude 3540 Laptop,4.1,30490,37.0,48890.0,Intel,Core i3,Yes,512,8 GB,DDR4,Unknown,Unknown,SSD,52.0,4.0,DELL
HP 255 G8 Silver AMD Ryzen 5 Hexa Core AMD Ryzen 5 5500U - (8 GB/256 GB SSD/Windows 11 Home) 255 Busin...,4.4,30490,31.0,44771.0,AMD,Ryzen 5 Hexa Core,Yes,256,8 GB,DDR4,AMD Ryzen 5 5500U,AMD Radeon AMD Radeon™ Graphics,SSD,78.0,9.0,HP
MSI Prestige 13 Evo AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 13 AI Ev...,5.0,104990,18.0,128990.0,Intel,Core Ultra 7,Yes,1024.0,16 GB,LPDDR5,155H,Intel Integrated Arc,SSD,3.0,0.0,MSI
Lenovo V14 Intel Core i5 11th Gen 1135G7 - (8 GB/256 GB SSD/Windows 10) V14 Thin and Light Laptop,4.0,35499,44.0,63500.0,Intel,Core i5,Yes,256,8 GB,DDR4,1135G7,Intel Integrated Iris XE,SSD,16.0,1.0,Lenovo
MSI Modern 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-818IN T...,4.3,38990,29.0,54990.0,Intel,Core i5,Yes,512,8 GB,DDR4,1235U,Intel Integrated Iris Xe,SSD,1706.0,168.0,MSI
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,4.1,51990,38.0,83999.0,Intel,Core i5,Yes,512,8 GB,DDR4,12450H,NVIDIA GeForce RTX 2050,SSD,3592.0,290.0,Acer
Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,4.1,87190,28.0,121690.0,AMD,Ryzen 7 Octa Core,Yes,1024.0,16 GB,LPDDR4X,7730U,AMD Radeon AMD,SSD,89.0,6.0,Lenovo
HP G10 Intel Core i3 13th Gen 1315U Turbo Boost with Finger Print - (16 GB/512 GB SSD/Windows 11 Pro) ...,4.0,34880,30.0,49990.0,Intel,Core i3,Yes,512,16 GB,DDR4,1315U Turbo Boost with Finger Print,Intel Integrated Intel IrisXe Graphics,SSD,8.0,1.0,HP
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop,4.1,21990,51.0,44990.0,Intel,Celeron Quad Core,Yes,256,8 GB,LPDDR5,N100,Intel Integrated FHD Graphics,SSD,295.0,48.0,CHUWI
Colorful P15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,4.1,54990,45.0,99999.0,Intel,Core i5,Yes,512,16 GB,DDR5,12450H,NVIDIA GeForce RTX 4050,SSD,117.0,23.0,Colorful
MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,3.8,89790,13.0,103990.0,Intel,Core i7,Yes,1024.0,16 GB,DDR4,13620H,NVIDIA GeForce RTX 4050,SSD,9.0,1.0,MSI
Lenovo IdeaPad 3 Intel Core i3 10th Gen 10110U - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Li...,4.3,34690,40.0,57990.0,Intel,Core i3,Yes,256,8 GB,DDR4,10110U,Intel Integrated UHD,SSD,4206.0,425.0,Lenovo
MSI Modern 14 AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C7M-218IN Thi...,4.4,46990,24.0,61990.0,AMD,Ryzen 7 Octa Core,Yes,512,16 GB,DDR4,7730U,AMD Radeon AMD,SSD,57.0,7.0,MSI
MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-612IN ...,4.3,34499,29.0,48990.0,Intel,Core i3,Yes,512,16 GB,DDR4,1215U,Intel Integrated UHD,SSD,1567.0,171.0,MSI
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,4.8,77990,17.0,94990.0,Intel,Core i5,Yes,1024.0,16 GB,DDR4,13420H,NVIDIA GeForce RTX 4050,SSD,9.0,1.0,MSI
MICROSOFT Surface Pro 9 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) QEZ-00048 Thi...,,99990,14.0,116999.0,Intel,Core i5,Yes,256,8 GB,LPDDR5,1235U,Intel Integrated Iris Xe,SSD,0.0,0.0,MICROSOFT
ASUS Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1400CKA-NK0453 C...,3.8,13490,59.0,32990.0,Intel,Celeron Dual Core,No,Unknown,4 GB,LPDDR4X,N4500,Intel Integrated UHD,eMMC,2335.0,203.0,ASUS
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Hom...",4.2,49990,28.0,69990.0,Intel,Core i5,Yes,512,8 GB,DDR4,1235U,Intel Integrated Integrated,SSD,1160.0,69.0,DELL
HP OMEN Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,4.5,88990,24.0,118169.0,Intel,Core i5,Yes,512,16 GB,DDR5,13420H,NVIDIA GeForce RTX 4050,SSD,484.0,46.0,HP
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Ho...,4.3,52190,32.0,77790.0,Intel,Core i5,Yes,512,8 GB,DDR4,11400H,NVIDIA GeForce RTX 2050,SSD,999.0,109.0,ASUS
DELL Latitude 3540 (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Pro) Latitude 354...,,31990,53.0,68990.0,Intel,Core i3,Yes,512,8 GB,DDR4,1215U,Intel Integrated UHD Graphics,SSD,0.0,0.0,DELL
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Hom...",4.1,46800,29.0,65973.0,Intel,Core i5,Yes,512,8 GB,DDR4,1235U,Intel Integrated Integrated,SSD,243.0,15.0,DELL
"ASUS TUF Gaming F15, 90WHrs Battery Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/...",3.9,102490,22.0,131990.0,Intel,Core i7,Yes,512,16 GB,DDR5,13620H,NVIDIA GeForce RTX 4060,SSD,56.0,3.0,ASUS
Lenovo Intel Core i3 10th Gen 10110U - (8 GB/1 TB HDD/Windows 11 Home) 81WB018UIN | 81WB01E7IN Thin an...,3.7,34939,39.0,57999.0,Intel,Core i3,No,Unknown,8 GB,DDR4,10110U,Intel Integrated UHD,SSD,449.0,54.0,Lenovo
HP 250R G9 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 42V68PA Thin and Light Lap...,4.2,31990,31.0,46974.0,Intel,Core i3,Yes,512,8 GB,DDR4,1315U,Intel Integrated UHD,SSD,163.0,14.0,HP
Acer Swift Go 14 EVO OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-...,4.3,59990,36.0,93999.0,Intel,Core i5,Yes,512,16 GB,LPDDR5,13500H,Intel Integrated Iris Xe,SSD,4815.0,428.0,Acer
MSI Modern 14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-445IN / ...,4.3,29990,33.0,44990.0,Intel,Core i3,Yes,512,8 GB,DDR4,1215U,Intel Integrated UHD,SSD,1567.0,171.0,MSI
