Product Name,Rating,Price,Number of Ratings and Reviews,Discount,Price Before Discount,Is Flipkart Assured,Product URL,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Battery Backup,Power Supply,Inbuilt 4G LTE,Stylus Included,Number of Cores,Battery Cell,RAM Frequency,Cache,Memory Slots,Expandable SSD Capacity,Expandable Memory,EMMC Storage Capacity,TGP,Chipset,HDD Capacity,RPM,Cloud Storage,UFS Storage Capacity,Optane Memory
Acer Predator Neo Intel Core i5 13th Gen 13500HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,4.4,"₹94,990",724 Ratings & 74 Reviews,26% off,"₹1,29,999",Yes,https://www.flipkart.com/acer-predator-neo-intel-core-i5-13th-gen-13500hx-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-phn16-71-59xw-phn16-71-553k-phn-16-71-gaming-laptop/p/itm4295aa0d4297e?pid=COMGZS9G8GX9YSRH&lid=LSTCOMGZS9G8GX9YSRHMOZNKD&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_192&otracker=search&otracker1=search&fm=organic&iid=en_VH36g30b42_jRJ7RIV3DI6c5bsg3MzlgKIWbGWlG-Papjn_XYYO7TKSDxSTvD9qrZ2hA74E0QBaDvit2vtOmtw891ypMzu4_aryI8_sihJ8%3D&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",PHN16-71-59XW/ PHN16-71-553K/ PHN 16-71,H.QLTSI.001| NH.QLTSI.004 | UN.QLTSI.014,PHN16-71,Predator Neo,Obsidian Black,Gaming Laptop,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",No,GDDR6,6 GB,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,DDR5,13500HX,Max Turbo Frequency up to 4.7 GHz,NVIDIA GeForce RTX 4050,SSD,,,,,,4 Cell,,,,,,,,,,,,,
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin an...,4.2,"₹51,390",423 Ratings & 53 Reviews,25% off,"₹68,790",Yes,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-15iah8-thin-light-laptop/p/itm76f0e5d975817?pid=COMH44PGGQEJWKVN&lid=LSTCOMH44PGGQEJWKVNEHM4E2&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_193&otracker=search&otracker1=search&fm=organic&iid=a169288a-6822-4ea2-83d8-073ede5145a6.COMH44PGGQEJWKVN.SEARCH&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15IAH8,83ER00H3IN,15IAH8,IdeaPad Slim 3,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Yes,,,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,LPDDR5,12450H,Up to 4.4 GHz,Intel Integrated UHD,SSD,,,,,,,,,,,,,,,,,,,
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73...,4,"₹84,990",71 Ratings & 7 Reviews,16% off,"₹1,01,999",No,https://www.flipkart.com/acer-swift-go-14-touchscreen-ai-pc-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-sfg14-73t-70n9-thin-light-laptop/p/itm174fc1bfd505f?pid=COMGZH2UFKEB5PP4&lid=LSTCOMGZH2UFKEB5PP4ZOS4QG&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_194&otracker=search&otracker1=search&fm=organic&iid=a169288a-6822-4ea2-83d8-073ede5145a6.COMGZH2UFKEB5PP4.SEARCH&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",SFG14-73T-70N9,NX.KSMSI.003,SFG14-73T,Swift Go 14 TouchScreen AI PC,Pure Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,Intel,Core Ultra 7,,Yes,1 TB,16 GB,LPDDR5X,155H,Max turbo frequency at 4.8 Ghz,Intel Integrated Arc Graphics,SSD,,,,,,,,,,,,,,,,,,,
"DELL Inspiron 15 3520 with Backlit Keyboard, Intel Core i5 12th Gen Core i5 - (16 GB/512 GB SSD/Window...",4.1,"₹49,990",474 Ratings & 33 Reviews,36% off,"₹78,900",No,https://www.flipkart.com/dell-inspiron-15-3520-backlit-keyboard-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-laptop/p/itm0c93229d052fe?pid=COMGTEGW6HF5GJGQ&lid=LSTCOMGTEGW6HF5GJGQEHRIYP&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_195&otracker=search&otracker1=search&fm=organic&iid=a169288a-6822-4ea2-83d8-073ede5145a6.COMGTEGW6HF5GJGQ.SEARCH&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Adaptor",Inspiron 3520,IN352092K4N001ORS1,Inspiron 3520,"Inspiron 15 3520 with Backlit Keyboard,",Platinum Silver,Laptop,"Processing & Multitasking, Everyday Use, Performance, Entertainment, Learning, Travel & Business",Yes,,,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,Core i5,Up to 4.40 GHz Turbo,Intel Integrated Intel UHD Graphics,SSD,Upto 7 hours,,,,10,3 Cell,3200 MHz,12 MB,,,,,,1235U,,,,,
HP Victus Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,4.5,"₹1,07,999",91 Ratings & 12 Reviews,15% off,"₹1,27,764",Yes,https://www.flipkart.com/hp-victus-intel-core-i7-13th-gen-13700h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-15-fa1066tx-gaming-laptop/p/itm236b5aaa84afc?pid=COMGZNSBWY8HA2V9&lid=LSTCOMGZNSBWY8HA2V9EJV5WX&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_196&otracker=search&otracker1=search&fm=organic&iid=a169288a-6822-4ea2-83d8-073ede5145a6.COMGZNSBWY8HA2V9.SEARCH&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa1066TX,81H53PA#ACJ,15-fa1066TX,Victus,Performance Blue,Gaming Laptop,Gaming,Yes,GDDR6,6 GB,Intel,Core i7,13th Gen,Yes,512 GB,16 GB,DDR4,13700H,3.70GHz Upto 5.00GHz,NVIDIA GeForce RTX 4050,SSD,,,,,14,4 Cell,,24 MB,,,,,,,,,,,
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.3,"₹51,990","1,558 Ratings & 117 Reviews",38% off,"₹84,999",Yes,https://www.flipkart.com/acer-aspire-7-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-79g-gaming-laptop/p/itm8208102c97f99?pid=COMH3G96J7CE6ZPH&lid=LSTCOMH3G96J7CE6ZPHSFRCM4&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_197&otracker=search&otracker1=search&fm=organic&iid=en_Ndp-lBPXbs8eqLVcl9PYNGsZtzUFsv1XH57H0U79w_uVSJDZP77A1eEmachSmrPKoa1jb1cp8OD4zJ2al8Cx9PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-79G,UN.34NSI.002,A715-79G,Aspire 7,Black,Gaming Laptop,Gaming,No,GDDR6,4 GB,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,DDR4,13420H,1.5 GHz upto Max Turbo Frequency 4.6 GHz,NVIDIA GeForce RTX 2050,SSD,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Qualcomm Snapdragon X Elite - (16 GB/1 TB SSD/Window...",4.3,"₹1,09,990",21 Ratings & 2 Reviews,25% off,"₹1,46,990",No,https://www.flipkart.com/asus-vivobook-s-15-oled-powered-copilot-ai-pc-qualcomm-snapdragon-x-elite-16-gb-1-tb-ssd-windows-11-home-s5507qad-ma751ws-thin-light-laptop/p/itm64aa566d270be?pid=COMHFCBZWQSYPBH7&lid=LSTCOMHFCBZWQSYPBH7B6CA74&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_198&otracker=search&otracker1=search&fm=organic&iid=en_Ndp-lBPXbs8eqLVcl9PYNGsZtzUFsv1XH57H0U79w_vlZQxD51fCvJBEDX4eqQdpO0Udpf-N7DdO3TcmErPRRPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",S5507QAD-MA751WS,90NB14Q2-M006Y0,S5507QAD-MA751WS,"Vivobook S 15 OLED Powered Copilot + , AI PC",Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,Qualcomm,Snapdragon X Elite,,Yes,1 TB,16 GB,LPDDR5X,X1E 78 100,Max Frequency up to 3.4GHz,NA,SSD,,70 W,,,,3 Cell,,,,,,,,,,,,,
HP 15s Intel Core i3 10th Gen 1005G1 - (4 GB/512 GB SSD/Windows 10 Home) 15s-fr1004tu Thin and Light L...,4.4,"₹42,174","1,579 Ratings & 213 Reviews",8% off,"₹46,220",No,https://www.flipkart.com/hp-15s-intel-core-i3-10th-gen-1005g1-4-gb-512-gb-ssd-windows-10-home-15s-fr1004tu-thin-light-laptop/p/itmf73695419f320?pid=COMFRWT5MDPKAQWA&lid=LSTCOMFRWT5MDPKAQWA419XFO&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_199&otracker=search&otracker1=search&fm=organic&iid=a169288a-6822-4ea2-83d8-073ede5145a6.COMFRWT5MDPKAQWA.SEARCH&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-fr1004tu,3J105PA#ACJ,,15s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,Intel,Core i3,10th Gen,Yes,512 GB,4 GB,DDR4,1005G1,1.2 GHz with Turbo Boost Upto 3.4 GHz,Intel Integrated UHD,SSD,,,,,2,3 cell,2666 MHz,4 MB,,,Upto 16 GB,,,,,,,,
HP AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 14-em0025AU Thin and Light Laptop,4.2,"₹33,990",43 Ratings & 7 Reviews,28% off,"₹47,716",Yes,https://www.flipkart.com/hp-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-14-em0025au-thin-light-laptop/p/itmc42cc8d7eb695?pid=COMGR953WYURKTFC&lid=LSTCOMGR953WYURKTFCEYM6AY&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_200&otracker=search&otracker1=search&fm=organic&iid=a169288a-6822-4ea2-83d8-073ede5145a6.COMGR953WYURKTFC.SEARCH&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",14-em0025AU,7N8C2PA#ACJ,14-em0025AU,,Natural Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,,,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,LPDDR5,7320U,,AMD Radeon AMD,SSD,,,,,4,3 Cell,,4 MB,,,,,,AMD SoC Platform,,,,,
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Plus Laptop,3.7,"₹18,990","1,151 Ratings & 133 Reviews",52% off,"₹39,990",No,https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-plus-laptop/p/itm9002f3d92e61f?pid=COMGYAM9KS83NEPS&lid=LSTCOMGYAM9KS83NEPSPOX0OT&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_201&otracker=search&otracker1=search&fm=organic&iid=en_Ndp-lBPXbs8eqLVcl9PYNGsZtzUFsv1XH57H0U79w_uBzgwzsAzEtBZBfhYSRXe2el87UEwGlx2Pjp90DnZhMw%3D%3D&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Charger, User Guide Manual",HeroBook Plus,CWI629,HeroBook Plus,,Grey,Laptop,Processing & Multitasking,No,DDR5,,Intel,Celeron Dual Core,11th Gen,Yes,256 GB,8 GB,DDR5,N4020,1.10 GHz Upto 2.80 GHz,Intel Integrated UHD,SSD,Upto 9 hours,12 AV Adapter Fast Charger,No,No,2,,,,,,,,,,,,,,
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.4,"₹57,990","2,577 Ratings & 134 Reviews",20% off,"₹72,718",Yes,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1226tx-gaming-laptop/p/itm9ad6649afe111?pid=COMHY8KVEKZVERUA&lid=LSTCOMHY8KVEKZVERUADILR5M&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_202&otracker=search&otracker1=search&fm=organic&iid=en_Ndp-lBPXbs8eqLVcl9PYNGsZtzUFsv1XH57H0U79w_tZSIXrHqBeWWEX7R6hbKW--yqO1sedGZp16DtFAfrDQfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa1226TX,A03H2PA#ACJ,15-fa1226TX,Victus,Performance Blue,Gaming Laptop,Gaming,No,DDR4,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,12450H,,NVIDIA GeForce RTX 2050,SSD,Upto 6 Hours and 30 Minutes,,,,,,,,,,,,,,,,,,
HP Victus Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,4,"₹89,990",28 Ratings & 3 Reviews,24% off,"₹1,18,668",Yes,https://www.flipkart.com/hp-victus-intel-core-i7-13th-gen-13620h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-15-fa1332tx-gaming-laptop/p/itmdc1c4e71b1064?pid=COMHFR4FGZTUXZGY&lid=LSTCOMHFR4FGZTUXZGYSMM5ES&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_203&otracker=search&otracker1=search&fm=organic&iid=a169288a-6822-4ea2-83d8-073ede5145a6.COMHFR4FGZTUXZGY.SEARCH&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa1332TX,15-fa1332TX,15-fa1321TX,Victus,Mica Silver,Gaming Laptop,Gaming,Yes,GDDR6,6 GB,Intel,Core i7,13th Gen,Yes,1 TB,16 GB,DDR4,13620H,Upto 4.9 GHz,NVIDIA GeForce RTX 4050,SSD,Upto 8 Hours and 30 Minutes,200W Smart AC Power Adapter,,,10,4 Cell,,24 MB,,,,,,Intel Integrated SoC,,3200,,,
ASUS Vivobook S 15 OLED Intel EVO H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 1...,4.5,"₹75,990",111 Ratings & 12 Reviews,28% off,"₹1,06,990",Yes,https://www.flipkart.com/asus-vivobook-s-15-oled-intel-evo-h-series-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-s5504va-ma541ws-thin-light-laptop/p/itm8486d594ff56b?pid=COMHYWSWHTGX8BWG&lid=LSTCOMHYWSWHTGX8BWGUIGHE6&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_204&otracker=search&otracker1=search&fm=organic&iid=a169288a-6822-4ea2-83d8-073ede5145a6.COMHYWSWHTGX8BWG.SEARCH&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",S5504VA-MA541WS,90NB0ZK1-M007Y0,S5504VA-MA541WS,Vivobook S 15 OLED Intel EVO H-Series,Solar Blue,Thin and Light Laptop,Processing & Multitasking,Yes,,,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,LPDDR5,13500H,Max turbo frequency at 4.7 Ghz,Intel Integrated Iris Xe,SSD,,,,,,4 cell,,,,,,,,,,,,,
HP Victus gaming AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Rade...,4.2,"₹49,990","1,622 Ratings & 135 Reviews",21% off,"₹63,628",Yes,https://www.flipkart.com/hp-victus-gaming-amd-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-6500m-60-hz-15-fb0147ax-laptop/p/itm236b5aaa84afc?pid=COMGQRD7QZU6HTA8&lid=LSTCOMGQRD7QZU6HTA8ME1ZFZ&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_205&otracker=search&otracker1=search&fm=organic&iid=a169288a-6822-4ea2-83d8-073ede5145a6.COMGQRD7QZU6HTA8.SEARCH&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, User manual, Adapter",15-fb0147AX,8F503PA#ACJ,15-fb0147AX,Victus gaming,Performance Blue,Gaming Laptop,Gaming,No,GDDR6,4 GB,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,5600H,3.3GHz Upto max turbo frequency at 4.2 GHz,AMD Radeon RX 6500M,SSD,,,,,,3 Cell,,,,,,,,,,,,,
Colorful P15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,4.5,"₹83,990",39 Ratings & 9 Reviews,40% off,"₹1,39,999",Yes,https://www.flipkart.com/colorful-p15-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-23-hj76b16512e-g-ind-gaming-laptop/p/itm5378e14af26f5?pid=COMGZKFBWKZFDDYR&lid=LSTCOMGZKFBWKZFDDYRKJXPLR&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_206&otracker=search&otracker1=search&fm=organic&iid=a169288a-6822-4ea2-83d8-073ede5145a6.COMGZKFBWKZFDDYR.SEARCH&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Warranty Card, Certificate of Conformity, Instruction manual, Silicon Thermal Pad",P15 23-HJ76B16512E-G-IND,A10204900071,EVOL,P15,Gray,Gaming Laptop,Gaming,No,GDDR6,8 GB,Intel,Core i7,13th Gen,Yes,512 GB,16 GB,DDR5,13620H,Max turbo frequency at 4.90 Ghz,NVIDIA GeForce RTX 4060,SSD,Upto 3 Hours,,,,,,,,,,Upto 64 GB,,,,,,,,
HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,4.4,"₹74,990","1,021 Ratings & 66 Reviews",18% off,"₹92,110",Yes,https://www.flipkart.com/hp-victus-15-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa1327tx-gaming-laptop/p/itmb08f154f265d7?pid=COMHY8KVZ73Y9PPY&lid=LSTCOMHY8KVZ73Y9PPYGBSHGI&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_207&otracker=search&otracker1=search&fm=organic&iid=en_Ndp-lBPXbs8eqLVcl9PYNGsZtzUFsv1XH57H0U79w_sN_81-MXMcXWlJ7Wf3I31Usp9OtebdaGirHOIq7M0f3PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa1327TX,9Z528PA#ACJ,15-fa1327TX,Victus 15,Performance Blue,Gaming Laptop,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",Yes,DDR4,6 GB,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,DDR4,13420H,,NVIDIA GeForce RTX 3050,SSD,Upto 8 Hours and 30 Minutes,,,,,,,,,,,,,,,,,,
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.2,"₹53,990","2,401 Ratings & 196 Reviews",36% off,"₹84,999",No,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-a715-76g-548j-gaming-laptop/p/itm204591460c588?pid=COMGP8QVTK3EQDXE&lid=LSTCOMGP8QVTK3EQDXEDMBVDN&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_208&otracker=search&otracker1=search&fm=organic&iid=en_Ndp-lBPXbs8eqLVcl9PYNGsZtzUFsv1XH57H0U79w_sDADHpw55oFsKJ4fygKFpLwO_otKHD5Dv9nkNtogwX3vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-76G-548J,NH.QMFSI.004,A715-76G,Aspire 7,Charcoal Black,Gaming Laptop,Gaming,No,GDDR6,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 3050,SSD,,135 W AC adapter,,,,3 Cell,,,,,,,,,,,,,
Acer Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,4.1,"₹26,990",275 Ratings & 26 Reviews,40% off,"₹44,990",No,https://www.flipkart.com/acer-aspire-lite-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-al15-41-thin-light-laptop/p/itm1bc0bcb4598e7?pid=COMH2TPSM9V7V38F&lid=LSTCOMH2TPSM9V7V38F5SNKCO&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_209&otracker=search&otracker1=search&fm=organic&iid=a169288a-6822-4ea2-83d8-073ede5145a6.COMH2TPSM9V7V38F.SEARCH&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and Light La...,4,"₹50,990",52 Ratings & 6 Reviews,21% off,"₹64,890",Yes,https://www.flipkart.com/dell-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-inspiron-3520-thin-light-laptop/p/itm23d84e15561c4?pid=COMGWFY5FAPTFVVQ&lid=LSTCOMGWFY5FAPTFVVQA34QJN&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_210&otracker=search&otracker1=search&fm=organic&iid=a169288a-6822-4ea2-83d8-073ede5145a6.COMGWFY5FAPTFVVQ.SEARCH&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"???Laptop, Battery, AC Adapter, User Guide, Manuals",Inspiron 3520,IN3520KMJ5V001ORS1,Inspiron 3520,,Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,1235U,up to 4.40 GHz,Intel Integrated UHD,SSD,,,,,,,,,,,,,,,,,,,
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,"₹51,990","1,127 Ratings & 99 Reviews",26% off,"₹70,990",Yes,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b12ucx-1695in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGYSFG4WHPVAVZ&lid=LSTCOMGYSFG4WHPVAVZ6L3G5Q&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_211&otracker=search&otracker1=search&fm=organic&iid=en_Ndp-lBPXbs8eqLVcl9PYNGsZtzUFsv1XH57H0U79w_tIzlCLy8EIdgrdsXkBhNJptGMQBG2mZ7vZJxLmu16EDPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop,Battery,Power Adapter, User Guide",Thin 15 B12UCX-1695IN,9S7-16R831-1695,Thin 15 B12UCX-1695IN,Thin 15,Cosmos Gray,Gaming Laptop,Gaming,No,GDDR6,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,1.5 GHz upto Max turbo frequency at 4.40 Ghz,NVIDIA GeForce RTX 2050,SSD,,,,,,,,,,,,,,,,,,,
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.1,"₹50,990","3,592 Ratings & 290 Reviews",49% off,"₹99,999",No,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-76g-52h4-a715-76g-gaming-laptop/p/itm45fad0c290245?pid=COMGRHJUCYY63HAA&lid=LSTCOMGRHJUCYY63HAA42YLKV&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_9_212&otracker=search&otracker1=search&fm=organic&iid=en_Ndp-lBPXbs8eqLVcl9PYNGsZtzUFsv1XH57H0U79w_vMkvibeICmUsLeR6IcGis86_0m8UIh0q6M7Ow6b5iHw_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=k289h1vfkg0000001737897794611&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-76G-52H4/ A715-76G,UN.QMYSI.002 / NH.QMYSI.003,A715-76G,Aspire 7,Charcoal Black,Gaming Laptop,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",No,GDDR6,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 2050,SSD,,,,,,,,,,,,,,,,,,,
