Product Name,Rating,Price,Number of Ratings and Reviews,Discount,Price Before Discount,Is Flipkart Assured,Product URL,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Graphic Processor,Storage Type,Battery Backup,Power Supply,Inbuilt 4G LTE,Stylus Included,Number of Cores,Battery Cell,RAM Frequency,Cache,Memory Slots,Expandable SSD Capacity,Expandable Memory,EMMC Storage Capacity,TGP,Chipset,HDD Capacity,RPM,Cloud Storage,UFS Storage Capacity,Optane Memory
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Plus Laptop,3.7,"₹18,990","1,151 Ratings & 133 Reviews",52% off,"₹39,990",No,https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-plus-laptop/p/itm9002f3d92e61f?pid=COMGYAM9KS83NEPS&lid=LSTCOMGYAM9KS83NEPSPOX0OT&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_172&otracker=search&otracker1=search&fm=organic&iid=en_VH36g30b42_jRJ7RIV3DI6c5bsg3MzlgKIWbGWlG-PbdpWybpu-tsmBtiqqxFeyIKENBsB9BMy_OkP_3X7JXGA%3D%3D&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Charger, User Guide Manual",HeroBook Plus,CWI629,HeroBook Plus,,Grey,Laptop,Processing & Multitasking,No,DDR5,,Intel,Celeron Dual Core,11th Gen,Yes,256 GB,8 GB,DDR5,N4020,1.10 GHz Upto 2.80 GHz,Intel Integrated UHD,SSD,Upto 9 hours,12 AV Adapter Fast Charger,No,No,2,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 1 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,4,"₹38,990",368 Ratings & 21 Reviews,40% off,"₹65,690",Yes,https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-15amn7-thin-light-laptop/p/itm7ecd736658657?pid=COMGRU9ZMYRQWDH5&lid=LSTCOMGRU9ZMYRQWDH5J6LCCS&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_173&otracker=search&otracker1=search&fm=organic&iid=02638bbb-e530-47e5-afa4-fe4a6c140263.COMGRU9ZMYRQWDH5.SEARCH&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15AMN7,82VG00ESIN / 82VG00EWIN,15AMN7,IdeaPad Slim 1,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,LPDDR5,7520U,"Base Frequency 2.8 GHz, Max Turbo Boost at 4.3 GHz",AMD Radeon 610M,SSD,Upto 17.35 Hours,65W Round Tip (3 Pin),,,4,,,4 MB,,,,,,AMD SoC Platform,,5500,,,
ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Ho...,4.3,"₹46,990","7,179 Ratings & 573 Reviews",38% off,"₹75,990",No,https://www.flipkart.com/asus-tuf-gaming-f15-ai-powered-intel-core-i5-11th-gen-11260h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-70-tgp-fx506hf-hn075w-laptop/p/itmbd858702e076f?pid=COMGS2AJESZQCMRT&lid=LSTCOMGS2AJESZQCMRTZVTWT2&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_174&otracker=search&otracker1=search&fm=organic&iid=02638bbb-e530-47e5-afa4-fe4a6c140263.COMGS2AJESZQCMRT.SEARCH&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",FX506HF-HN075W,90NR0HB4-M008F0,Gaming F15,TUF Gaming F15 - AI Powered Gaming,Graphite Black,Gaming Laptop,Gaming,No,GDDR6,4 GB,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,11260H,"Base Frequency 2.9 GHz, Max Turbo Boost at 4.4 GHz",NVIDIA GeForce RTX 2050,SSD,,150W AC Adapter,,,6,3 Cell,,12 MB,4,2 TB,32,,70 TGP,Mobile Intel HM570 Express,,3200,,,
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-LK54...,4.4,"₹48,990",276 Ratings & 18 Reviews,34% off,"₹74,990",Yes,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-e1504fa-lk541ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFGZKJJGUN&lid=LSTCOMGMGXFGZKJJGUNJIXXG6&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_175&otracker=search&otracker1=search&fm=organic&iid=02638bbb-e530-47e5-afa4-fe4a6c140263.COMGMGXFGZKJJGUN.SEARCH&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, battery, power adapter, user guide",E1504FA-LK541WS,90NB0ZR1-M00J50,E1504FA-LK541WS,Vivobook Go 15 OLED,Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,512 GB,16 GB,LPDDR5,7520U,2.8 GHz upto max turbo frequency at 4.3 Ghz,AMD Radeon AMD,SSD,,,,,,,,,,,,,,,,,,,
ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK321WS Th...,4.2,"₹29,989","4,342 Ratings & 426 Reviews",41% off,"₹50,990",No,https://www.flipkart.com/asus-vivobook-go-14-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk321ws-thin-light-laptop/p/itmc5f8cb8e52c33?pid=COMGSHS5YSKJ7GQP&lid=LSTCOMGSHS5YSKJ7GQPGSQMIS&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_176&otracker=search&otracker1=search&fm=organic&iid=02638bbb-e530-47e5-afa4-fe4a6c140263.COMGSHS5YSKJ7GQP.SEARCH&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adapter, User Guide",E1404FA-NK321WS,90NB0ZS1-M00920,E1404FA-NK321WS,Vivobook Go 14,Silver,Thin and Light Laptop,Everyday Use,Yes,,,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,LPDDR5,7320U,Base Frequency 2.4 GHz Upto Max Turbo Frequency at 4.1 GHz,AMD Radeon AMD,SSD,Upto 6 Hours,"45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz Universal",,,4,3 Cell,5500 MHz,4 MB,,,,,,,,,,,
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,4.4,"₹57,990","2,577 Ratings & 134 Reviews",20% off,"₹72,718",Yes,https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1226tx-gaming-laptop/p/itm9ad6649afe111?pid=COMHY8KVEKZVERUA&lid=LSTCOMHY8KVEKZVERUADILR5M&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_177&otracker=search&otracker1=search&fm=organic&iid=en_VH36g30b42_jRJ7RIV3DI6c5bsg3MzlgKIWbGWlG-PZ_FWyZpap4VwAvH11G3r1ktAO9Ev96ydaZUfQwDZcogPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa1226TX,A03H2PA#ACJ,15-fa1226TX,Victus,Performance Blue,Gaming Laptop,Gaming,No,DDR4,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,12450H,,NVIDIA GeForce RTX 2050,SSD,Upto 6 Hours and 30 Minutes,,,,,,,,,,,,,,,,,,
HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,4.4,"₹74,990","1,021 Ratings & 66 Reviews",18% off,"₹92,110",Yes,https://www.flipkart.com/hp-victus-15-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa1327tx-gaming-laptop/p/itmb08f154f265d7?pid=COMHY8KVZ73Y9PPY&lid=LSTCOMHY8KVZ73Y9PPYGBSHGI&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_178&otracker=search&otracker1=search&fm=organic&iid=en_VH36g30b42_jRJ7RIV3DI6c5bsg3MzlgKIWbGWlG-PZirzwTndAXZm-jRNilZnAneey5rjOG2MgdLcKroezC9fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa1327TX,9Z528PA#ACJ,15-fa1327TX,Victus 15,Performance Blue,Gaming Laptop,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",Yes,DDR4,6 GB,Intel,Core i5,13th Gen,Yes,512 GB,16 GB,DDR4,13420H,,NVIDIA GeForce RTX 3050,SSD,Upto 8 Hours and 30 Minutes,,,,,,,,,,,,,,,,,,
Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB...,3.7,"₹15,990","2,066 Ratings & 146 Reviews",52% off,"₹33,999",No,https://www.flipkart.com/acer-chromebook-intel-celeron-dual-core-n4500-8-gb-128-gb-emmc-storage-chrome-os-cb314-3h-c5qe-cb314-3h-c0bz/p/itm04458b376eefa?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4RBS9WL&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_179&otracker=search&otracker1=search&fm=organic&iid=02638bbb-e530-47e5-afa4-fe4a6c140263.COMGSV3G3RYBAHX4.SEARCH&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",CB314-3H-C5QE/ CB314-3H-C0BZ,NX.K04SI.007,CB314-3H,Chromebook,Silver,Chromebook,Processing & Multitasking,No,,,Intel,Celeron Dual Core,,No,,8 GB,LPDDR4X,N4500,1.10 GHz with Max Turbo Boost Frequency Up to 2.80 GHz,Intel Integrated UHD,eMMC,,,,,,,,,,,,128 GB,,,,,,,
Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Ligh...,4.2,"₹42,990",293 Ratings & 20 Reviews,39% off,"₹71,290",Yes,https://www.flipkart.com/lenovo-ideapad-1-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itmd44c92b46b181?pid=COMHYG8ZDVPTUYYB&lid=LSTCOMHYG8ZDVPTUYYBQHTHWS&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_180&otracker=search&otracker1=search&fm=organic&iid=02638bbb-e530-47e5-afa4-fe4a6c140263.COMHYG8ZDVPTUYYB.SEARCH&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, battery, adapter, cables and user manuals",15ALC7,82R400EFIN|82R400EHIN,15ALC7,IdeaPad 1,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,Yes,,,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR4,5700U,Upto 4.3 GHz,AMD Radeon AMD,SSD,,,,,8,,,12 MB,,,16 GB,,,AMD SoC Platform,,,,,
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.2,"₹53,990","2,401 Ratings & 196 Reviews",36% off,"₹84,999",No,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-a715-76g-548j-gaming-laptop/p/itm204591460c588?pid=COMGP8QVTK3EQDXE&lid=LSTCOMGP8QVTK3EQDXEDMBVDN&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_181&otracker=search&otracker1=search&fm=organic&iid=en_VH36g30b42_jRJ7RIV3DI6c5bsg3MzlgKIWbGWlG-PZlY4rN_q_pN25EHbJKfSyVFemaFYldOl-fIbPEjhYo5vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-76G-548J,NH.QMFSI.004,A715-76G,Aspire 7,Charcoal Black,Gaming Laptop,Gaming,No,GDDR6,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 3050,SSD,,135 W AC adapter,,,,3 Cell,,,,,,,,,,,,,
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,4.3,"₹51,990","1,127 Ratings & 99 Reviews",26% off,"₹70,990",Yes,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b12ucx-1695in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGYSFG4WHPVAVZ&lid=LSTCOMGYSFG4WHPVAVZ6L3G5Q&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_182&otracker=search&otracker1=search&fm=organic&iid=en_VH36g30b42_jRJ7RIV3DI6c5bsg3MzlgKIWbGWlG-PbW_nIM2UrcPgDXQ1JLA7IOjJwf8KyH5xQ-9thzq154uPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop,Battery,Power Adapter, User Guide",Thin 15 B12UCX-1695IN,9S7-16R831-1695,Thin 15 B12UCX-1695IN,Thin 15,Cosmos Gray,Gaming Laptop,Gaming,No,GDDR6,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,1.5 GHz upto Max turbo frequency at 4.40 Ghz,NVIDIA GeForce RTX 2050,SSD,,,,,,,,,,,,,,,,,,,
Lenovo IdeaPad Slim 5 2.5K IPS Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 16IRL8...,4.1,"₹73,490",502 Ratings & 61 Reviews,31% off,"₹1,07,690",No,https://www.flipkart.com/lenovo-ideapad-slim-5-2-5k-ips-intel-core-i5-13th-gen-13500h-16-gb-1-tb-ssd-windows-11-home-16irl8-thin-light-laptop/p/itmc63731ed924b8?pid=COMGVQ2Y76HHKGYD&lid=LSTCOMGVQ2Y76HHKGYDOAXRQC&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_183&otracker=search&otracker1=search&fm=organic&iid=02638bbb-e530-47e5-afa4-fe4a6c140263.COMGVQ2Y76HHKGYD.SEARCH&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",16IRL8,82XF0077IN,16IRL8,IdeaPad Slim 5 2.5K IPS,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,Yes,,,Intel,Core i5,13th Gen,Yes,1 TB,16 GB,LPDDR5,13500H,Max Turbo Frequency upto 4.7GHz,Intel Integrated Iris Xe,SSD,,,,,,,,,,,,,,,,,,,
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Lap...,4.2,"₹31,980","5,549 Ratings & 466 Reviews",33% off,"₹48,286",Yes,https://www.flipkart.com/hp-15s-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-15s-eq2143au-thin-light-laptop/p/itm59e288d010cef?pid=COMGAX8EEYFKCESS&lid=LSTCOMGAX8EEYFKCESS83R2QP&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_184&otracker=search&otracker1=search&fm=organic&iid=02638bbb-e530-47e5-afa4-fe4a6c140263.COMGAX8EEYFKCESS.SEARCH&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15s-eq2143au,50M62PA#ACJ,15s-eq2143au,15s,Natural Silver,Thin and Light Laptop,"Processing & Multitasking, Entertainment, Everyday Use, Learning, Performance, Travel & Business",Yes,,,AMD,Ryzen 3 Quad Core,,Yes,512 GB,8 GB,DDR4,5300U,2.6 GHz with Turbo Boost Upto 3.8 GHz,AMD Radeon AMD,SSD,Upto 9 hours,,,,4,3 cell,3200 MHz,4,,,Yes,,,,,,,,
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Hom...",4.2,"₹51,890",570 Ratings & 30 Reviews,21% off,"₹66,056",Yes,https://www.flipkart.com/dell-inspiron-15-backlit-keyboard-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itm23d84e15561c4?pid=COMHYGBZZNWXZXZE&lid=LSTCOMHYGBZZNWXZXZEWCXLHN&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_185&otracker=search&otracker1=search&fm=organic&iid=02638bbb-e530-47e5-afa4-fe4a6c140263.COMHYGBZZNWXZXZE.SEARCH&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Battery, AC Adapter, User Guide, Manuals",Inspiron 3530,OIN353034011RINS1M,Inspiron 3530,"Inspiron 15 with Backlit Keyboard,",Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,Intel,Core i5,13th Gen,Yes,512 GB,8 GB,DDR4,1334U,Upto 4.60GHz,Intel Integrated Integrated,SSD,,65W AC adapter,,,10,3 Cell 41 Wh,2666 MHz,12 MB,2,2 TB,16 GB,,,,,,,,
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,4.2,"₹74,990",156 Ratings & 4 Reviews,10% off,"₹83,330",No,https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-2050-15-fa1307tx-gaming-laptop/p/itmdc1c4e71b1064?pid=COMHYBPJNBAKURKD&lid=LSTCOMHYBPJNBAKURKDE6LDK5&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_186&otracker=search&otracker1=search&fm=organic&iid=02638bbb-e530-47e5-afa4-fe4a6c140263.COMHYBPJNBAKURKD.SEARCH&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",15-fa1307TX,99Y0Y6PA#ACJ,15-fa1307TX,Victus,Mica Silver,Gaming Laptop,Gaming,Yes,GDDR6,4 GB,Intel,Core i5,13th Gen,Yes,1 TB,16 GB,DDR4,13420H,Upto 4.6 GHz,NVIDIA GeForce RTX 2050,SSD,,,,,8,3 Cell,3200 MHz,12 MB,,,,,,,,,,,
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,4.1,"₹50,990","3,592 Ratings & 290 Reviews",49% off,"₹99,999",No,https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-76g-52h4-a715-76g-gaming-laptop/p/itm45fad0c290245?pid=COMGRHJUCYY63HAA&lid=LSTCOMGRHJUCYY63HAA42YLKV&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_187&otracker=search&otracker1=search&fm=organic&iid=en_VH36g30b42_jRJ7RIV3DI6c5bsg3MzlgKIWbGWlG-PZsCX1JhahI0gtD3xTWfAXSHwJx7uKBIQ8fErXRyphjD_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-76G-52H4/ A715-76G,UN.QMYSI.002 / NH.QMYSI.003,A715-76G,Aspire 7,Charcoal Black,Gaming Laptop,"Gaming, Entertainment, Everyday Use, Learning, Performance, Processing & Multitasking, Travel & Business",No,GDDR6,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,12450H,3.3 GHz upto max turbo frequency at 4.4 Ghz,NVIDIA GeForce RTX 2050,SSD,,,,,,,,,,,,,,,,,,,
"ASUS Vivobook S 15 OLED Powered Copilot + , AI PC Qualcomm Snapdragon X Elite - (16 GB/1 TB SSD/Window...",4.3,"₹1,09,990",21 Ratings & 2 Reviews,25% off,"₹1,46,990",No,https://www.flipkart.com/asus-vivobook-s-15-oled-powered-copilot-ai-pc-qualcomm-snapdragon-x-elite-16-gb-1-tb-ssd-windows-11-home-s5507qad-ma751ws-thin-light-laptop/p/itm64aa566d270be?pid=COMHFCBZWQSYPBH7&lid=LSTCOMHFCBZWQSYPBH7B6CA74&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_188&otracker=search&otracker1=search&fm=organic&iid=en_VH36g30b42_jRJ7RIV3DI6c5bsg3MzlgKIWbGWlG-Pby5XOIeaTipF-5_AMY91RNv3JOZSEXZdpvSWyrYlKABvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide, Warranty Documents",S5507QAD-MA751WS,90NB14Q2-M006Y0,S5507QAD-MA751WS,"Vivobook S 15 OLED Powered Copilot + , AI PC",Cool Silver,Thin and Light Laptop,Processing & Multitasking,Yes,,,Qualcomm,Snapdragon X Elite,,Yes,1 TB,16 GB,LPDDR5X,X1E 78 100,Max Frequency up to 3.4GHz,NA,SSD,,70 W,,,,3 Cell,,,,,,,,,,,,,
Acer Aspire Lite Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Lig...,4.1,"₹29,990",721 Ratings & 59 Reviews,43% off,"₹52,990",No,https://www.flipkart.com/acer-aspire-lite-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-al15-52-thin-light-laptop/p/itm2f1be04e21a00?pid=COMGX7PJJJZ9CHET&lid=LSTCOMGX7PJJJZ9CHETDHYPG7&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_189&otracker=search&otracker1=search&fm=organic&iid=02638bbb-e530-47e5-afa4-fe4a6c140263.COMGX7PJJJZ9CHET.SEARCH&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Adapter",AL15-52,UN.AA3SI.03N,Aspire Lite,Aspire Lite,Steel Gray,Thin and Light Laptop,"Learning, Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",No,DDR4,,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1215U,1.2 Ghz. Turbo Upto 4.4 Ghz.,Intel Integrated Intel HD,SSD,Upto 6 Hours,,,,6,,,,,,,,,,,,,,
"DELL Inspiron 15 with Backlit Keyboard, Intel Core i5 13th Gen 1335U - (16 GB/1 TB SSD/Windows 11 Home...",4.2,"₹63,990",570 Ratings & 30 Reviews,31% off,"₹92,863",Yes,https://www.flipkart.com/dell-inspiron-15-backlit-keyboard-intel-core-i5-13th-gen-1335u-16-gb-1-tb-ssd-windows-11-home-3530-thin-light-laptop/p/itm23d84e15561c4?pid=COMGTQXEPE3ZKHN8&lid=LSTCOMGTQXEPE3ZKHN8ZFL4DL&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_190&otracker=search&otracker1=search&fm=organic&iid=02638bbb-e530-47e5-afa4-fe4a6c140263.COMGTQXEPE3ZKHN8.SEARCH&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Battery, AC Adapter, User Guide, Manuals",Inspiron 3530,IN3530RMD8W001ORS1 | OIN353034151RINS1M,Inspiron 3530,"Inspiron 15 with Backlit Keyboard,",Platinum Silver,Thin and Light Laptop,Travel & Business,Yes,,,Intel,Core i5,13th Gen,Yes,1 TB,16 GB,DDR4,1335U,up to 4.60 GHz,Intel Integrated UHD,SSD,,,,,,3 Cell,,,,,,,,,,,,,
Infinix GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,4.2,"₹53,990",366 Ratings & 62 Reviews,46% off,"₹99,990",No,https://www.flipkart.com/infinix-gt-book-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-80-w-gl613-gaming-laptop/p/itmc9e44d5a9f6c4?pid=COMHYS44DKVFUFVS&lid=LSTCOMHYS44DKVFUFVS2KZG86&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_8_191&otracker=search&otracker1=search&fm=organic&iid=en_VH36g30b42_jRJ7RIV3DI6c5bsg3MzlgKIWbGWlG-PYfI_La_BNUmqHqJm-DqmYqbYMgEH8MWjPnN49gHWtsb6V8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=uawxlbo6eo0000001737897768553&qH=48b773c837465a99,"Laptop, Power Adaptor, User Guide",GL613,71008301580,GTBook,GT Book,Grey,Gaming Laptop,"Entertainment, Everyday Use, Gaming, Learning, Performance, Processing & Multitasking",No,GDDR6,6 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,LPDDR5,12450H,"Base Frequency 2.0 GHz, Max Frequency 4.4 GHz",NVIDIA GeForce RTX 3050,SSD,,210 Watt AC Adapter,No,No,8,3 Cell Lithuim Battery,5200 MHz,,NA,,NA,,80 W,Intel Core i5,,,,,
